id,item_id,name,topic,statute,statute_ids,summary,requirements,category,jurisdiction,is_applicable,origination_date,effective_date,last_updated,last_verified,next_review_date,filing_deadlines,reporting_frequency,agency_url,agency_name,agency_contact,agency_department,regulation_url,requirements_url,submission_guide_url,forms_url,submission_guidelines,regulation_text,applicable_forms,related_regulations,compliance_notes,verification_method,notification_schedule,sources,version_number,previous_version_id,version_date,change_summary,is_current,version_metadata,state_code,state_agency,actions,dro,notification_override,sections
4841,PA-paEducation-1741801794954,Pennsylvania Department of Education (PDE),Higher Education,"",,"The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Clearan","The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Clearances & Background Checks
Continuing Education and Professional Development
Child Labor Laws
Special Education
Certification Testing Requirements
Accessibility
Transcripts & Diplomas
2024-25 Education Budget
State Board of Higher Education to Embark on Statewide Stakeholder Engagement Tour to Help Develop Strategic Plan
Shapiro Administration Highlights Commonsense Investments to Fight Food Insecurity at Millersville University
Shapiro Administration Invites Nominations for National RISE Award to Honor Exceptional School Employees Across Pennsylvania
Shapiro Administration Announces $300,000 to Educate Students Recovering at Home from Serious Medical Conditions
Contact Us Form
Contact by Phone
PDE Executive Staff
PDE Press Office
State Library of Pennsylvania
Collecting, preserving, and providing access to materials for, by, and about Pennsylvania.
Professional Standards and Practices Commission
The Professional Standards and Practices Commission sets preparation, certification, practice, and conduct standards for teachers.
State Board of Education
The State Board of Education reviews, develops, and adopts regulations that govern basic and higher education in the Commonwealth.
State Board of Higher Education
Provide direction, coordination, and support to ensure that institutions of higher education fully meet the workforce and economic development needs of this Commonwealth.
",Campus Safety,state,t,,,2025-03-12 19:08:57.81,2025-03-12 19:07:52.789,,,,https://www.education.pa.gov,paEducation,,paEducation,https://www.education.pa.gov/agencies/education.html,,,,,,,,,,,"[{""url"": ""https://www.education.pa.gov/agencies/education.html"", ""type"": ""web-scrape"", ""lastChecked"": ""2025-03-12T19:07:52.789Z""}]",14,4841,2025-03-12 17:49:54.988515,,t,,PA,paEducation,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4843,PA-paEducation-1741802621689,Certification Testing Requirements,Higher Education,"",,"Pennsylvania Department of Education (PDE)
Overview
The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libra","Pennsylvania Department of Education (PDE)
Overview
The Pennsylvania Department of Education (PDE) oversees 500 public school districts, more than 170 public charter schools, public cyber charter schools, Career and Technology Centers/Vocational Technical schools, public Intermediate Units, the education of youth in State Juvenile Correctional Institutions, Head Starts and publicly funded preschools, and community colleges.
PDE also oversees policies related to public, academic, and school libraries, and the State Library of Pennsylvania.
Certification
Login to TIMS
•
Clearances & Background Checks
•
Continuing Education and Professional Development
•
Child Labor Laws
•
Special Education
•
Certification Testing Requirements
•
Accessibility
•
Transcripts & Diplomas
•
2024-25 Education Budget
Teach in PA
EmpowerU
Food & Nutrition
Career and Technical Education
New Releases
•
State Board of Higher Education to Embark on Statewide Stakeholder Engagement Tour to Help Develop Strategic Plan
•
Shapiro Administration Highlights Commonsense Investments to Fight Food Insecurity at Millersville University
•
Shapiro Administration Invites Nominations for National RISE Award to Honor Exceptional School Employees Across Pennsylvania
•
Shapiro Administration Announces $300,000 to Educate Students Recovering at Home from Serious Medical Conditions
Contact Information & Affiliates
•
Contact Us Form
•
Contact by Phone
•
PDE Executive Staff
•
PDE Press Office
•
State Library of Pennsylvania
Collecting, preserving, and providing access to materials for, by, and about Pennsylvania.
•
Professional Standards and Practices Commission
The Professional Standards and Practices Commission sets preparation, certification, practice, and conduct standards for teachers.
•
State Board of Education
The State Board of Education reviews, develops, and adopts regulations that govern basic and higher education in the Commonwealth.
•
State Board of Higher Education
Provide direction, coordination, and support to ensure that institutions of higher education fully meet the workforce and economic development needs of this Commonwealth.",Academic Programs,state,t,,,2025-03-12 18:41:11.723,2025-03-12 18:40:35.779,,,,https://www.education.pa.gov,paEducation,,paEducation,https://www.education.pa.gov/social-media-policy-and-disclaimer.html,,,,,,,,,,,"[{""url"": ""https://www.education.pa.gov/social-media-policy-and-disclaimer.html"", ""type"": ""web-scrape"", ""lastChecked"": ""2025-03-12T18:40:35.779Z""}]",26,4843,2025-03-12 18:03:41.724213,,t,,PA,paEducation,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4851,PA-paStateSystem-1741813212086,student complaints.html,Higher Education,"",,"Page Content
Student Complaint Process
In accordance with federal law and in cooperation with the Pennsylvania Department
of Education, the State System provides a process to review complaints of System students
or prospective students who believe their complaints have not been resolved with the
System university that they were attending or hoped to attend. Grievances, complaints,
or concerns must first be submitted directly to the university in accordance with
university procedures and policies","Page Content
Student Complaint Process
In accordance with federal law and in cooperation with the Pennsylvania Department
of Education, the State System provides a process to review complaints of System students
or prospective students who believe their complaints have not been resolved with the
System university that they were attending or hoped to attend. Grievances, complaints,
or concerns must first be submitted directly to the university in accordance with
university procedures and policies. If a student believes that the issue was not resolved
by the university, the student may file a complaint with the State System’s Office
of the Chancellor, using the System’s official complaint form.Click here to review the State System’s complaint process.",Academic Programs,state,t,,,2025-03-12 21:17:06.403,2025-03-12 21:16:47.34,,,,https://www.passhe.edu/inside/policies/Pages/Board-of-Governors-Policies.aspx,paStateSystem,,paStateSystem,https://www.passhe.edu/student-complaints.html,,,,,,,,,,,"[{""url"": ""https://www.passhe.edu/student-complaints.html"", ""type"": ""web-scrape"", ""lastChecked"": ""2025-03-12T21:16:47.340Z""}]",2,4851,2025-03-12 21:00:11.956707,,t,,PA,paStateSystem,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4463,REG3392,Higher Education Opportunity Act Sections 152 and 153,Academic Programs,Public Law No. 110-315,1766,"<li style=""list-style-type: none"">

 	Sections 152 and 153 require the following disclosures to enrolled students:
c) transfer of credit policies; . . .





f) diversity statistics;
g) retention rates;
h) employment placement data;
i) fire safety report; . . .
k) along with the course schedule, the International Standard Book Number (ISBN) of every required and recommended textbook and supplemental material and retail price info . . .

Disclosures c) - k) must be available to prospective students as well.

Additional Information:
<li style=""list-style-type: none"">

 	Sections 152 and 153 require the following disclosures to enrolled students:
c) transfer of credit policies; . . .





f) diversity statistics;
g) retention rates;
h) employment placement data;
i) fire safety report; . . .
k) along with the course schedule, the International Standard Book Number (ISBN) of every required and recommended textbook and supplemental material and retail price info . . .

Disclosures c) - k) must be available to prospective students as well.","No deadline is mandated, but September 1 is suggested.

Additional Requirements:
No deadline is mandated, but September 1 is suggested.",Academic Programs,federal,t,,,2025-03-06 14:29:46.61,,,,"No deadline is mandated, but September 1 is suggested.",https://www.ed.gov,Department of Education,"","","","","","","No deadline is mandated, but September 1 is suggested.","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4464,REG1790,Section 504 of The Rehabilitation Act of 1973,Academic Programs,29 U.S.C. § 701,1665,"Prohibits discrimination on the basis of disability at any federally-funded institution. This covers admissions, recruitment, educational and/or academic programs and services, housing and non-academic programs and services such as counseling, placement, physical education and athletics, student clubs and organizations. This list is not exhaustive.

Additional Information:
Prohibits discrimination on the basis of disability at any federally-funded institution. This covers admissions, recruitment, educational and/or academic programs and services, housing and non-academic programs and services such as counseling, placement, physical education and athletics, student clubs and organizations. This list is not exhaustive.",No specific requirements provided,Academic Programs,federal,t,,,2025-03-06 14:29:46.896,,,,"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4465,REG1987,Title IX of the Education Amendment of 1972,Academic Programs,20 U.S.C. §§ 1681-1688,1633,"Prohibits discrimination on the basis of sex in education programs or activities receiving federal financial assistance including employment.

 	Any grievance records relating to a Title IX violation or complaint must be retained for the period of time cited in state law for personal injury actions.

Additional Information:
Prohibits discrimination on the basis of sex in education programs or activities receiving federal financial assistance including employment.

 	Any grievance records relating to a Title IX violation or complaint must be retained for the period of time cited in state law for personal injury actions.",No specific requirements provided,Academic Programs,federal,t,,,2025-03-06 14:29:47.23,,,,"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4466,REG1791,Title VI of the Civil Rights Act of 1964,Academic Programs,Title VI of the Civil Rights Act of 1964,,"Prohibits discrimination based on race, color, or national origin in educational and/or academic programs or activities receiving federal financial assistance.

Additional Information:
Prohibits discrimination based on race, color, or national origin in educational and/or academic programs or activities receiving federal financial assistance.",No specific requirements provided,Academic Programs,federal,t,,,2025-03-06 14:29:47.571,,,,"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4768,REG-1741272815611,Title IX of the Education Amendments of 1972,Civil Rights,20 U.S.C. §§ 1681 - 1688,"","Title IX prohibits sex-based discrimination in any school or other education program that receives federal funding. This includes discrimination based on gender identity and sexual orientation. It covers a wide range of issues, including but not limited to admissions, recruitment, financial aid, academic programs, student treatment and services, counseling and guidance, discipline, classroom assignment, grading, vocational education, recreation, physical education, athletics, housing, and employment.","Educational institutions are required to comply with a wide range of requirements, such as adopting and publishing grievance procedures, designating one employee as a Title IX coordinator, not discriminating on the basis of sex in any educational program or activity, promptly responding to any complaints of sex discrimination, and ensuring that no person is retaliated against for opposing an unlawful educational practice or policy, or made the victim of a different form of discrimination.",Civil Rights,federal,t,,,2025-03-06 14:53:35.611,2025-03-06 14:53:35.611,2026-03-06 14:53:35.611,,"",https://www.ed.gov,Department of Education,"",Office for Civil Rights (OCR),"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4773,REG-1741273073877,Title IX of the Education Amendments of 1972,Civil Rights,20 U.S.C. §§ 1681–1688,"","Title IX is a federal law that prohibits discrimination based on sex in educational institutions that receive federal funding. This includes discrimination in all aspects of education such as admissions, athletics, and other school activities. It also addresses sexual harassment, sexual assault, and any gender-based discrimination that may deny a person access to educational benefits and opportunities.","Educational institutions are required to adopt and publish grievance procedures for students to file complaints of sex discrimination, to designate a Title IX coordinator to oversee the school's duties under Title IX, and to notify all students and employees of the name or title, office address, email address, and telephone number of its Title IX coordinator. Institutions are also required to respond promptly and effectively to sexual harassment and sexual assault complaints and to take steps to prevent recurrence and remedy its discriminatory effects on the complainant and others.",Civil Rights,federal,t,,,2025-03-06 14:57:53.877,2025-03-06 14:57:53.877,2026-03-06 14:57:53.877,,"",https://www.ed.gov,U.S. Department of Education,"",Office for Civil Rights (OCR),"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4475,REG1796,Regulation E: Electronic Fund Transfers,Accounting,15 U.S.C. § 1693b,1583,"Establishes the basic rights, liabilities and responsibilities of consumers who use electronic fund transfer services and of financial institutions that offer these services.

Additional Information:
An employer must pay social security taxes on employees but an exemption exists for most students also working for the University, for clergy whose services are performed in the exercise of their ministry, and for professional employees as defined in 26 CFR § 31.3121(b)(10)-2.

 	To avoid penalty for reporting incorrect SSN on W-2 forms, transmit data file electronically to the Social Security Administration (SSA). Report all employees hired in the specific quarter listing name (as it appears in HR System), SSN, sex, and date of birth. After information is queried against SSA's database, mismatches are sent back for resolution.",No specific requirements provided,Finance,federal,t,,,2025-03-06 14:29:50.616,,,,"",,,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4476,REG1797,Sarbanes Oxley Act of 2002 (SOX),Accounting,Public Law No. 107-204,1754,"Designed to protect investors by improving the accuracy and reliability of corporate disclosures made pursuant to the securities laws.

 	Does not apply to public entities but may represent best practices.

 	18 U.S. Code § 1519 makes destruction, alteration, or falsification of records in federal investigations, bankruptcy, or any matter within the jurisdiction of a federal department or agency a crime punishable by fines and up to 20 years imprisonment, and applies to all individuals, not just publicly traded corporations.

 	Bars independent auditors from providing certain non-audit services to the client institution.

Additional Information:
Imposes a 1.4 percent excise tax on the net investment income of private institutions that:

 	Have at least 500 students

 	Have more than 50% of students located in the U.S.

 	Have assets valued at the close of the preceding tax year of at least $500,000 per full-time student.",No specific requirements provided,Finance,federal,t,,,2025-03-06 14:29:50.903,,,,"",,,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4472,REG1989,Federal Unemployment Tax Act (FUTA),Accounting,26 U.S.C. §§ 3301-3311,1656,"<li style=""list-style-type: none"">

 	Provides for payments of unemployment compensation to workers who have lost their jobs.

 	If an employer’s FUTA tax is more than $500 for the calendar year, the employer must deposit at least one quarterly payment.  If not, alternate rules apply. See IRS Publication: Topic Number 759 - Form 940 – Employer's Annual Federal Unemployment (FUTA) Tax Return – Filing and Deposit Requirements

Additional Information:
Establishes the basic rights, liabilities and responsibilities of consumers who use electronic fund transfer services and of financial institutions that offer these services.

Additional Information:
Requires disclosure statements for loans and credit plans, but exempts Perkins Loans and Federal Family Education Loans.

 	Loans made, insured or guaranteed pursuant to programs authorized by Title IV are exempt.","No specific requirements provided

Additional Requirements:
No specific requirements provided",Finance,federal,t,,,2025-03-06 14:29:51.134,,,,"",https://www.dol.gov,Department of Labor,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4477,REG1798,Sherman Antitrust Act,Accounting,15 U.S.C. §§ 1-7,1588,"Prohibits “every contract, combination…, or conspiracy, in restraining of trade or commerce among the several States, or with foreign nations.”

 	This law has been applied to colleges and universities in a number of instances regarding purchases.

 	The Department of Justice interpreted this law to mean that financial aid awards must be established independently and not in concert with other institutions.

 	May also apply to establishing prices for items in a bookstore based on collaboration with a wholesaler or another retailer.

 	Section 568 - known as the antitrust exemption - allows colleges and universities to collaborate on a common formula for determining a student's financial need.","",Finance,federal,t,,,2014-01-24 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4478,REG1991,Social Security Act,Accounting,42 U.S.C. §§ 301-1397mm,1708,"An employer must pay social security taxes on employees but an exemption exists for most students also working for the University, for clergy whose services are performed in the exercise of their ministry, and for professional employees as defined in 26 CFR § 31.3121(b)(10)-2.

 	To avoid penalty for reporting incorrect SSN on W-2 forms, transmit data file electronically to the Social Security Administration (SSA). Report all employees hired in the specific quarter listing name (as it appears in HR System), SSN, sex, and date of birth. After information is queried against SSA's database, mismatches are sent back for resolution.","",Finance,federal,t,,,2014-01-24 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4480,REG1990,Truth in Lending Act,Accounting,15 U.S.C. §§ 1601-1693r,1591,"Requires disclosure statements for loans and credit plans, but exempts Perkins Loans and Federal Family Education Loans.

 	Loans made, insured or guaranteed pursuant to programs authorized by Title IV are exempt.","",Finance,federal,t,,,2014-01-24 00:00:00,,,,"","",,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4481,REG2046,"Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance, Super Circular, or Omni Circular)",Accounting,"Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance, Super Circular, or Omni Circular)",1778,"The Uniform Guidance streamlines and consolidates the federal government’s guidance on administrative rules, cost principles, and audit requirements for federal awards (including sponsored research awards and others awarded to institutions) across the entire federal government. Also requires disclosures of potential conflicts of interest or criminal violations.

 	Department of Education exceptions to the Uniform Guidance are available here.","Higher education institutions that receive aggregate federal awards totaling $50 million or more per fiscal year must disclose their cost accounting practices by filing a Disclosure Statement (DS-2), and amendments to the DS-2 must be filed six months in advance of a disclosed practice being changed.",Finance,federal,t,,,2014-03-28 00:00:00,,,,"Higher education institutions that receive aggregate federal awards totaling $50 million or more per fiscal year must disclose their cost accounting practices by filing a Disclosure Statement (DS-2), and amendments to the DS-2 must be filed six months in advance of a disclosed practice being changed.","",,"","","","","","","Higher education institutions that receive aggregate federal awards totaling $50 million or more per fiscal year must disclose their cost accounting practices by filing a Disclosure Statement (DS-2), and amendments to the DS-2 must be filed six months in advance of a disclosed practice being changed.","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4482,REG1787,Unrelated Business Income Tax (UBIT),Accounting,26 U.S.C. § 511,1651,"Regulates unrelated business income, which is income from a trade or business, regularly carried on, that is not substantially related to the charitable, educational, or other purpose that is the basis of the organization's exemption.",Unrelated business income must be reported to the IRS on Form 990-T. Various deadlines apply.,Finance,federal,t,,,2014-01-22 00:00:00,,,,Unrelated business income must be reported to the IRS on Form 990-T. Various deadlines apply.,"",,"","","","","","",Unrelated business income must be reported to the IRS on Form 990-T. Various deadlines apply.,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4765,REG-1741272408230,Family Educational Rights and Privacy Act 2024 Update,Student Privacy,20 U.S.C. § 1232g; 34 CFR Part 99,"","This regulation protects the privacy of student education records and gives parents certain rights with respect to their children's education records. In 2024, changes were made to clarify the requirements for educational institutions and improve the protection of student's data.","Educational institutions must provide parents with access to their child's education records, allow parents to request the correction of records they believe are misleading or incorrect, and obtain written permission from parents before releasing any information from a student's education record.",Academic Programs,federal,t,,,2025-03-06 14:46:48.23,2025-03-06 14:46:48.23,2026-03-06 14:46:48.23,,"",https://www.ed.gov/,U.S. Department of Education,"",Office of the Chief Privacy Officer,"","","","",,"",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4754,TEST-REG-001,Test Regulation,Testing,Test Statute,,,,Campus Safety,federal,t,,,2025-03-12 15:49:44.552,,,,,,,,,,,,,,,,,,,,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
4493,REG1803,Title IX,Athletics,20 U.S.C. §§ 1681-1688,1633,"Requires that no person shall on the basis of sex, be excluded from participation in, be denied the benefits of, be treated differently from another person, or otherwise be discriminated against in any interscholastic, intercollegiate, club or intramural athletics offered by a recipient, and no recipient shall provide such athletics separately on such basis.

Additional Information:
Requires that no person shall on the basis of sex, be excluded from participation in, be denied the benefits of, be treated differently from another person, or otherwise be discriminated against in any interscholastic, intercollegiate, club or intramural athletics offered by a recipient, and no recipient shall provide such athletics separately on such basis.",No specific requirements provided,Academic Programs,federal,t,,,2025-03-06 14:29:54.35,,,,"",https://www.ed.gov,Department of Education,"","","","","","","","",,,"","",,,1,,2025-03-07 15:21:09.709673,,t,,,,"[{""type"": ""attestation"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""website_publish"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""community_communication"", ""status"": ""pending"", ""enabled"": true, ""required"": false}, {""type"": ""agency_submission"", ""status"": ""pending"", ""enabled"": true, ""required"": false}]","",,
